district,week,year,cases
Vavuniya,44,2023,1
Ampara,45,2023,6
Anuradhapura,45,2023,8
Badulla,45,2023,37
Batticaloa,45,2023,30
Colombo,45,2023,315
Galle,45,2023,111
Gampaha,45,2023,206
Hambantota,45,2023,11
Jaffna,45,2023,20
Kalmunai,45,2023,0
Kalutara,45,2023,0
Kandy,45,2023,266
Kegalle,45,2023,85
Kilinochchi,45,2023,2
Kurunegala,45,2023,89
Mannar,45,2023,7
Matale,45,2023,39
Matara,45,2023,50
Monaragala,45,2023,0
Mullaitivu,45,2023,0
Nuwara Eliya,45,2023,4
Polonnaruwa,45,2023,5
Puttalam,45,2023,0
Ratnapura,45,2023,57
Trincomalee,45,2023,12
Vavuniya,45,2023,0
Ampara,46,2023,8
Anuradhapura,46,2023,13
Badulla,46,2023,11
Batticaloa,46,2023,36
Colombo,46,2023,360
Galle,46,2023,108
Gampaha,46,2023,215
Hambantota,46,2023,27
Jaffna,46,2023,0
Kalmunai,46,2023,0
Kalutara,46,2023,0
Kandy,46,2023,309
Kegalle,46,2023,67
Kilinochchi,46,2023,2
Kurunegala,46,2023,91
Mannar,46,2023,2
Matale,46,2023,41
Matara,46,2023,31
Monaragala,46,2023,0
Mullaitivu,46,2023,0
Nuwara Eliya,46,2023,10
Polonnaruwa,46,2023,6
Puttalam,46,2023,0
Ratnapura,46,2023,36
Trincomalee,46,2023,11
Vavuniya,46,2023,2
Ampara,47,2023,3
Anuradhapura,47,2023,13
Badulla,47,2023,10
Batticaloa,47,2023,24
Colombo,47,2023,433
Galle,47,2023,155
Gampaha,47,2023,233
Hambantota,47,2023,32
Jaffna,47,2023,0
Kalmunai,47,2023,0
Kalutara,47,2023,0
Kandy,47,2023,320
Kegalle,47,2023,80
Kilinochchi,47,2023,1
Kurunegala,47,2023,110
Mannar,47,2023,5
Matale,47,2023,40
Matara,47,2023,29
Monaragala,47,2023,0
Mullaitivu,47,2023,5
Nuwara Eliya,47,2023,16
Polonnaruwa,47,2023,1
Puttalam,47,2023,0
Ratnapura,47,2023,68
Trincomalee,47,2023,11
Vavuniya,47,2023,0
Ampara,48,2023,4
Anuradhapura,48,2023,9
Badulla,48,2023,113
Batticaloa,48,2023,45
Colombo,48,2023,359
Galle,48,2023,158
Gampaha,48,2023,253
Hambantota,48,2023,11
Jaffna,48,2023,52
Kalmunai,48,2023,0
Kalutara,48,2023,0
Kandy,48,2023,334
Kegalle,48,2023,68
Kilinochchi,48,2023,3
Kurunegala,48,2023,113
Mannar,48,2023,0
Matale,48,2023,118
Matara,48,2023,56
Monaragala,48,2023,0
Mullaitivu,48,2023,0
Nuwara Eliya,48,2023,11
Polonnaruwa,48,2023,1
Puttalam,48,2023,0
Ratnapura,48,2023,74
Trincomalee,48,2023,9
Vavuniya,48,2023,0
Ampara,49,2023,5
Anuradhapura,49,2023,36
Badulla,49,2023,152
Batticaloa,49,2023,90
Colombo,49,2023,495
Galle,49,2023,133
Gampaha,49,2023,297
Hambantota,49,2023,11
Jaffna,49,2023,208
Kalmunai,49,2023,0
Kalutara,49,2023,0
Kandy,49,2023,355
Kegalle,49,2023,104
Kilinochchi,49,2023,1
Kurunegala,49,2023,139
Mannar,49,2023,15
Matale,49,2023,43
Matara,49,2023,30
Monaragala,49,2023,0
Mullaitivu,49,2023,12
Nuwara Eliya,49,2023,6
Polonnaruwa,49,2023,34
Puttalam,49,2023,0
Ratnapura,49,2023,35
Trincomalee,49,2023,18
Vavuniya,49,2023,1
Ampara,50,2023,6
Anuradhapura,50,2023,28
Badulla,50,2023,189
Batticaloa,50,2023,85
Colombo,50,2023,582
Galle,50,2023,102
Gampaha,50,2023,257
Hambantota,50,2023,31
Jaffna,50,2023,306
Kalmunai,50,2023,0
Kalutara,50,2023,0
Kandy,50,2023,399
Kegalle,50,2023,110
Kilinochchi,50,2023,4
Kurunegala,50,2023,139
Mannar,50,2023,10
Matale,50,2023,10
Matara,50,2023,13
Monaragala,50,2023,0
Mullaitivu,50,2023,0
Nuwara Eliya,50,2023,16
Polonnaruwa,50,2023,28
Puttalam,50,2023,0
Ratnapura,50,2023,77
Trincomalee,50,2023,27
Vavuniya,50,2023,7
Ampara,51,2023,13
Anuradhapura,51,2023,17
Badulla,51,2023,130
Batticaloa,51,2023,109
Colombo,51,2023,478
Galle,51,2023,42
Gampaha,51,2023,224
Hambantota,51,2023,37
Jaffna,51,2023,431
Kalmunai,51,2023,0
Kalutara,51,2023,0
Kandy,51,2023,360
Kegalle,51,2023,32
Kilinochchi,51,2023,3
Kurunegala,51,2023,99
Mannar,51,2023,17
Matale,51,2023,17
Matara,51,2023,8
Monaragala,51,2023,0
Mullaitivu,51,2023,4
Nuwara Eliya,51,2023,4
Polonnaruwa,51,2023,23
Puttalam,51,2023,0
Ratnapura,51,2023,66
Trincomalee,51,2023,15
Vavuniya,51,2023,1
Ampara,52,2023,6
Anuradhapura,52,2023,35
Badulla,52,2023,138
Batticaloa,52,2023,61
Colombo,52,2023,489
Galle,52,2023,27
Gampaha,52,2023,240
Hambantota,52,2023,15
Jaffna,52,2023,687
Kalmunai,52,2023,0
Kalutara,52,2023,0
Kandy,52,2023,76
Kegalle,52,2023,46
Kilinochchi,52,2023,10
Kurunegala,52,2023,21
Mannar,52,2023,29
Matale,52,2023,10
Matara,52,2023,5
Monaragala,52,2023,0
Mullaitivu,52,2023,2
Nuwara Eliya,52,2023,0
Polonnaruwa,52,2023,11
Puttalam,52,2023,0
Ratnapura,52,2023,61
Trincomalee,52,2023,16
Vavuniya,52,2023,0
Ampara,1,2024,11
Anuradhapura,1,2024,5
Badulla,1,2024,83
Batticaloa,1,2024,37
Colombo,1,2024,334
Galle,1,2024,30
Gampaha,1,2024,78
Hambantota,1,2024,12
Jaffna,1,2024,407
Kalmunai,1,2024,0
Kalutara,1,2024,21
Kandy,1,2024,226
Kegalle,1,2024,20
Kilinochchi,1,2024,5
Kurunegala,1,2024,45
Mannar,1,2024,48
Matale,1,2024,6
Matara,1,2024,12
Monaragala,1,2024,19
Mullaitivu,1,2024,0
Nuwara Eliya,1,2024,7
Polonnaruwa,1,2024,6
Puttalam,1,2024,56
Ratnapura,1,2024,25
Trincomalee,1,2024,15
Vavuniya,1,2024,11
Ampara,2,2024,5
Anuradhapura,2,2024,43
Badulla,2,2024,76
Batticaloa,2,2024,198
Colombo,2,2024,686
Galle,2,2024,146
Gampaha,2,2024,249
Hambantota,2,2024,38
Jaffna,2,2024,614
Kalmunai,2,2024,0
Kalutara,2,2024,145
Kandy,2,2024,198
Kegalle,2,2024,150
Kilinochchi,2,2024,51
Kurunegala,2,2024,161
Mannar,2,2024,13
Matale,2,2024,36
Matara,2,2024,28
Monaragala,2,2024,42
Mullaitivu,2,2024,29
Nuwara Eliya,2,2024,15
Polonnaruwa,2,2024,15
Puttalam,2,2024,166
Ratnapura,2,2024,91
Trincomalee,2,2024,39
Vavuniya,2,2024,15
Ampara,3,2024,7
Anuradhapura,3,2024,14
Badulla,3,2024,41
Batticaloa,3,2024,103
Colombo,3,2024,515
Galle,3,2024,169
Gampaha,3,2024,214
Hambantota,3,2024,30
Jaffna,3,2024,652
Kalmunai,3,2024,0
Kalutara,3,2024,69
Kandy,3,2024,154
Kegalle,3,2024,92
Kilinochchi,3,2024,25
Kurunegala,3,2024,137
Mannar,3,2024,13
Matale,3,2024,36
Matara,3,2024,22
Monaragala,3,2024,36
Mullaitivu,3,2024,27
Nuwara Eliya,3,2024,5
Polonnaruwa,3,2024,13
Puttalam,3,2024,83
Ratnapura,3,2024,75
Trincomalee,3,2024,41
Vavuniya,3,2024,7
Ampara,4,2024,8
Anuradhapura,4,2024,10
Badulla,4,2024,36
Batticaloa,4,2024,70
Colombo,4,2024,529
Galle,4,2024,118
Gampaha,4,2024,172
Hambantota,4,2024,11
Jaffna,4,2024,522
Kalmunai,4,2024,0
Kalutara,4,2024,89
Kandy,4,2024,159
Kegalle,4,2024,67
Kilinochchi,4,2024,26
Kurunegala,4,2024,62
Mannar,4,2024,27
Matale,4,2024,18
Matara,4,2024,35
Monaragala,4,2024,32
Mullaitivu,4,2024,9
Nuwara Eliya,4,2024,2
Polonnaruwa,4,2024,14
Puttalam,4,2024,56
Ratnapura,4,2024,90
Trincomalee,4,2024,25
Vavuniya,4,2024,9
Ampara,5,2024,9
Anuradhapura,5,2024,11
Badulla,5,2024,36
Batticaloa,5,2024,70
Colombo,5,2024,430
Galle,5,2024,103
Gampaha,5,2024,207
Hambantota,5,2024,23
Jaffna,5,2024,477
Kalmunai,5,2024,0
Kalutara,5,2024,70
Kandy,5,2024,116
Kegalle,5,2024,80
Kilinochchi,5,2024,22
Kurunegala,5,2024,103
Mannar,5,2024,11
Matale,5,2024,17
Matara,5,2024,36
Monaragala,5,2024,25
Mullaitivu,5,2024,21
Nuwara Eliya,5,2024,3
Polonnaruwa,5,2024,6
Puttalam,5,2024,49
Ratnapura,5,2024,63
Trincomalee,5,2024,20
Vavuniya,5,2024,1
Ampara,6,2024,14
Anuradhapura,6,2024,47
Badulla,6,2024,21
Batticaloa,6,2024,80
Colombo,6,2024,342
Galle,6,2024,96
Gampaha,6,2024,173
Hambantota,6,2024,24
Jaffna,6,2024,289
Kalmunai,6,2024,0
Kalutara,6,2024,78
Kandy,6,2024,97
Kegalle,6,2024,78
Kilinochchi,6,2024,22
Kurunegala,6,2024,97
Mannar,6,2024,15
Matale,6,2024,16
Matara,6,2024,26
Monaragala,6,2024,30
Mullaitivu,6,2024,13
Nuwara Eliya,6,2024,18
Polonnaruwa,6,2024,18
Puttalam,6,2024,43
Ratnapura,6,2024,63
Trincomalee,6,2024,39
Vavuniya,6,2024,8
Ampara,7,2024,7
Anuradhapura,7,2024,16
Badulla,7,2024,13
Batticaloa,7,2024,57
Colombo,7,2024,320
Galle,7,2024,46
Gampaha,7,2024,157
Hambantota,7,2024,17
Jaffna,7,2024,254
Kalmunai,7,2024,0
Kalutara,7,2024,57
Kandy,7,2024,79
Kegalle,7,2024,49
Kilinochchi,7,2024,10
Kurunegala,7,2024,66
Mannar,7,2024,1
Matale,7,2024,9
Matara,7,2024,13
Monaragala,7,2024,21
Mullaitivu,7,2024,7
Nuwara Eliya,7,2024,3
Polonnaruwa,7,2024,7
Puttalam,7,2024,40
Ratnapura,7,2024,69
Trincomalee,7,2024,31
Vavuniya,7,2024,3
Ampara,8,2024,3
Anuradhapura,8,2024,33
Badulla,8,2024,16
Batticaloa,8,2024,53
Colombo,8,2024,315
Galle,8,2024,74
Gampaha,8,2024,105
Hambantota,8,2024,24
Jaffna,8,2024,167
Kalmunai,8,2024,0
Kalutara,8,2024,43
Kandy,8,2024,84
Kegalle,8,2024,57
Kilinochchi,8,2024,11
Kurunegala,8,2024,48
Mannar,8,2024,5
Matale,8,2024,12
Matara,8,2024,19
Monaragala,8,2024,23
Mullaitivu,8,2024,4
Nuwara Eliya,8,2024,6
Polonnaruwa,8,2024,8
Puttalam,8,2024,22
Ratnapura,8,2024,50
Trincomalee,8,2024,18
Vavuniya,8,2024,0
Ampara,9,2024,7
Anuradhapura,9,2024,25
Badulla,9,2024,7
Batticaloa,9,2024,56
Colombo,9,2024,208
Galle,9,2024,43
Gampaha,9,2024,84
Hambantota,9,2024,21
Jaffna,9,2024,117
Kalmunai,9,2024,0
Kalutara,9,2024,35
Kandy,9,2024,57
Kegalle,9,2024,38
Kilinochchi,9,2024,4
Kurunegala,9,2024,56
Mannar,9,2024,2
Matale,9,2024,14
Matara,9,2024,19
Monaragala,9,2024,28
Mullaitivu,9,2024,4
Nuwara Eliya,9,2024,3
Polonnaruwa,9,2024,4
Puttalam,9,2024,17
Ratnapura,9,2024,53
Trincomalee,9,2024,28
Vavuniya,9,2024,2
Ampara,10,2024,5
Anuradhapura,10,2024,10
Badulla,10,2024,11
Batticaloa,10,2024,67
Colombo,10,2024,211
Galle,10,2024,49
Gampaha,10,2024,112
Hambantota,10,2024,16
Jaffna,10,2024,107
Kalmunai,10,2024,0
Kalutara,10,2024,54
Kandy,10,2024,57
Kegalle,10,2024,36
Kilinochchi,10,2024,11
Kurunegala,10,2024,44
Mannar,10,2024,4
Matale,10,2024,8
Matara,10,2024,31
Monaragala,10,2024,23
Mullaitivu,10,2024,4
Nuwara Eliya,10,2024,6
Polonnaruwa,10,2024,8
Puttalam,10,2024,30
Ratnapura,10,2024,61
Trincomalee,10,2024,9
Vavuniya,10,2024,2
Ampara,11,2024,6
Anuradhapura,11,2024,15
Badulla,11,2024,6
Batticaloa,11,2024,44
Colombo,11,2024,181
Galle,11,2024,38
Gampaha,11,2024,102
Hambantota,11,2024,17
Jaffna,11,2024,72
Kalmunai,11,2024,0
Kalutara,11,2024,65
Kandy,11,2024,46
Kegalle,11,2024,39
Kilinochchi,11,2024,6
Kurunegala,11,2024,39
Mannar,11,2024,2
Matale,11,2024,9
Matara,11,2024,10
Monaragala,11,2024,13
Mullaitivu,11,2024,3
Nuwara Eliya,11,2024,1
Polonnaruwa,11,2024,11
Puttalam,11,2024,12
Ratnapura,11,2024,49
Trincomalee,11,2024,24
Vavuniya,11,2024,4
Ampara,12,2024,4
Anuradhapura,12,2024,5
Badulla,12,2024,1
Batticaloa,12,2024,24
Colombo,12,2024,171
Galle,12,2024,30
Gampaha,12,2024,73
Hambantota,12,2024,20
Jaffna,12,2024,76
Kalmunai,12,2024,0
Kalutara,12,2024,46
Kandy,12,2024,41
Kegalle,12,2024,32
Kilinochchi,12,2024,6
Kurunegala,12,2024,27
Mannar,12,2024,0
Matale,12,2024,8
Matara,12,2024,12
Monaragala,12,2024,5
Mullaitivu,12,2024,1
Nuwara Eliya,12,2024,1
Polonnaruwa,12,2024,4
Puttalam,12,2024,14
Ratnapura,12,2024,31
Trincomalee,12,2024,14
Vavuniya,12,2024,0
Ampara,13,2024,3
Anuradhapura,13,2024,1
Badulla,13,2024,4
Batticaloa,13,2024,25
Colombo,13,2024,137
Galle,13,2024,29
Gampaha,13,2024,75
Hambantota,13,2024,14
Jaffna,13,2024,48
Kalmunai,13,2024,0
Kalutara,13,2024,56
Kandy,13,2024,42
Kegalle,13,2024,35
Kilinochchi,13,2024,3
Kurunegala,13,2024,13
Mannar,13,2024,0
Matale,13,2024,8
Matara,13,2024,20
Monaragala,13,2024,9
Mullaitivu,13,2024,2
Nuwara Eliya,13,2024,3
Polonnaruwa,13,2024,8
Puttalam,13,2024,18
Ratnapura,13,2024,30
Trincomalee,13,2024,14
Vavuniya,13,2024,1
Ampara,14,2024,1
Anuradhapura,14,2024,6
Badulla,14,2024,7
Batticaloa,14,2024,19
Colombo,14,2024,109
Galle,14,2024,25
Gampaha,14,2024,72
Hambantota,14,2024,6
Jaffna,14,2024,34
Kalmunai,14,2024,0
Kalutara,14,2024,50
Kandy,14,2024,49
Kegalle,14,2024,19
Kilinochchi,14,2024,4
Kurunegala,14,2024,23
Mannar,14,2024,3
Matale,14,2024,8
Matara,14,2024,10
Monaragala,14,2024,5
Mullaitivu,14,2024,3
Nuwara Eliya,14,2024,1
Polonnaruwa,14,2024,8
Puttalam,14,2024,12
Ratnapura,14,2024,47
Trincomalee,14,2024,11
Vavuniya,14,2024,0
Ampara,15,2024,5
Anuradhapura,15,2024,11
Badulla,15,2024,4
Batticaloa,15,2024,12
Colombo,15,2024,87
Galle,15,2024,19
Gampaha,15,2024,59
Hambantota,15,2024,21
Jaffna,15,2024,29
Kalmunai,15,2024,0
Kalutara,15,2024,23
Kandy,15,2024,52
Kegalle,15,2024,21
Kilinochchi,15,2024,5
Kurunegala,15,2024,19
Mannar,15,2024,0
Matale,15,2024,10
Matara,15,2024,11
Monaragala,15,2024,9
Mullaitivu,15,2024,2
Nuwara Eliya,15,2024,3
Polonnaruwa,15,2024,2
Puttalam,15,2024,12
Ratnapura,15,2024,38
Trincomalee,15,2024,6
Vavuniya,15,2024,0
Ampara,16,2024,2
Anuradhapura,16,2024,3
Badulla,16,2024,6
Batticaloa,16,2024,9
Colombo,16,2024,102
Galle,16,2024,26
Gampaha,16,2024,52
Hambantota,16,2024,15
Jaffna,16,2024,32
Kalmunai,16,2024,0
Kalutara,16,2024,27
Kandy,16,2024,67
Kegalle,16,2024,43
Kilinochchi,16,2024,0
Kurunegala,16,2024,6
Mannar,16,2024,9
Matale,16,2024,10
Matara,16,2024,5
Monaragala,16,2024,8
Mullaitivu,16,2024,0
Nuwara Eliya,16,2024,0
Polonnaruwa,16,2024,5
Puttalam,16,2024,11
Ratnapura,16,2024,53
Trincomalee,16,2024,25
Vavuniya,16,2024,0
Ampara,17,2024,1
Anuradhapura,17,2024,0
Badulla,17,2024,15
Batticaloa,17,2024,11
Colombo,17,2024,125
Galle,17,2024,27
Gampaha,17,2024,45
Hambantota,17,2024,15
Jaffna,17,2024,35
Kalmunai,17,2024,0
Kalutara,17,2024,28
Kandy,17,2024,69
Kegalle,17,2024,31
Kilinochchi,17,2024,0
Kurunegala,17,2024,14
Mannar,17,2024,0
Matale,17,2024,6
Matara,17,2024,9
Monaragala,17,2024,9
Mullaitivu,17,2024,2
Nuwara Eliya,17,2024,1
Polonnaruwa,17,2024,5
Puttalam,17,2024,10
Ratnapura,17,2024,44
Trincomalee,17,2024,6
Vavuniya,17,2024,0
Ampara,18,2024,2
Anuradhapura,18,2024,0
Badulla,18,2024,4
Batticaloa,18,2024,22
Colombo,18,2024,86
Galle,18,2024,19
Gampaha,18,2024,55
Hambantota,18,2024,6
Jaffna,18,2024,24
Kalmunai,18,2024,0
Kalutara,18,2024,31
Kandy,18,2024,66
Kegalle,18,2024,52
Kilinochchi,18,2024,0
Kurunegala,18,2024,26
Mannar,18,2024,0
Matale,18,2024,11
Matara,18,2024,27
Monaragala,18,2024,8
Mullaitivu,18,2024,1
Nuwara Eliya,18,2024,0
Polonnaruwa,18,2024,5
Puttalam,18,2024,7
Ratnapura,18,2024,55
Trincomalee,18,2024,20
Vavuniya,18,2024,0
Ampara,19,2024,1
Anuradhapura,19,2024,2
Badulla,19,2024,3
Batticaloa,19,2024,15
Colombo,19,2024,106
Galle,19,2024,25
Gampaha,19,2024,67
Hambantota,19,2024,5
Jaffna,19,2024,12
Kalmunai,19,2024,0
Kalutara,19,2024,32
Kandy,19,2024,74
Kegalle,19,2024,38
Kilinochchi,19,2024,2
Kurunegala,19,2024,20
Mannar,19,2024,4
Matale,19,2024,2
Matara,19,2024,14
Monaragala,19,2024,12
Mullaitivu,19,2024,0
Nuwara Eliya,19,2024,4
Polonnaruwa,19,2024,1
Puttalam,19,2024,12
Ratnapura,19,2024,59
Trincomalee,19,2024,14
Vavuniya,19,2024,1
Ampara,20,2024,1
Anuradhapura,20,2024,2
Badulla,20,2024,9
Batticaloa,20,2024,20
Colombo,20,2024,164
Galle,20,2024,31
Gampaha,20,2024,76
Hambantota,20,2024,2
Jaffna,20,2024,5
Kalmunai,20,2024,0
Kalutara,20,2024,27
Kandy,20,2024,87
Kegalle,20,2024,53
Kilinochchi,20,2024,0
Kurunegala,20,2024,62
Mannar,20,2024,0
Matale,20,2024,7
Matara,20,2024,18
Monaragala,20,2024,4
Mullaitivu,20,2024,1
Nuwara Eliya,20,2024,2
Polonnaruwa,20,2024,7
Puttalam,20,2024,13
Ratnapura,20,2024,150
Trincomalee,20,2024,12
Vavuniya,20,2024,0
Ampara,21,2024,7
Anuradhapura,21,2024,7
Badulla,21,2024,3
Batticaloa,21,2024,19
Colombo,21,2024,130
Galle,21,2024,27
Gampaha,21,2024,65
Hambantota,21,2024,1
Jaffna,21,2024,8
Kalmunai,21,2024,0
Kalutara,21,2024,26
Kandy,21,2024,58
Kegalle,21,2024,20
Kilinochchi,21,2024,0
Kurunegala,21,2024,34
Mannar,21,2024,0
Matale,21,2024,5
Matara,21,2024,6
Monaragala,21,2024,9
Mullaitivu,21,2024,0
Nuwara Eliya,21,2024,1
Polonnaruwa,21,2024,5
Puttalam,21,2024,12
Ratnapura,21,2024,91
Trincomalee,21,2024,5
Vavuniya,21,2024,0
Ampara,22,2024,3
Anuradhapura,22,2024,4
Badulla,22,2024,5
Batticaloa,22,2024,10
Colombo,22,2024,162
Galle,22,2024,18
Gampaha,22,2024,74
Hambantota,22,2024,0
Jaffna,22,2024,10
Kalmunai,22,2024,0
Kalutara,22,2024,48
Kandy,22,2024,68
Kegalle,22,2024,46
Kilinochchi,22,2024,0
Kurunegala,22,2024,27
Mannar,22,2024,0
Matale,22,2024,5
Matara,22,2024,13
Monaragala,22,2024,17
Mullaitivu,22,2024,0
Nuwara Eliya,22,2024,4
Polonnaruwa,22,2024,2
Puttalam,22,2024,8
Ratnapura,22,2024,72
Trincomalee,22,2024,6
Vavuniya,22,2024,0
Ampara,23,2024,4
Anuradhapura,23,2024,11
Badulla,23,2024,6
Batticaloa,23,2024,15
Colombo,23,2024,196
Galle,23,2024,31
Gampaha,23,2024,89
Hambantota,23,2024,4
Jaffna,23,2024,23
Kalmunai,23,2024,0
Kalutara,23,2024,33
Kandy,23,2024,68
Kegalle,23,2024,26
Kilinochchi,23,2024,0
Kurunegala,23,2024,42
Mannar,23,2024,2
Matale,23,2024,4
Matara,23,2024,7
Monaragala,23,2024,13
Mullaitivu,23,2024,0
Nuwara Eliya,23,2024,3
Polonnaruwa,23,2024,4
Puttalam,23,2024,9
Ratnapura,23,2024,88
Trincomalee,23,2024,10
Vavuniya,23,2024,3
Ampara,24,2024,1
Anuradhapura,24,2024,5
Badulla,24,2024,18
Batticaloa,24,2024,19
Colombo,24,2024,198
Galle,24,2024,23
Gampaha,24,2024,102
Hambantota,24,2024,2
Jaffna,24,2024,24
Kalmunai,24,2024,0
Kalutara,24,2024,28
Kandy,24,2024,77
Kegalle,24,2024,32
Kilinochchi,24,2024,0
Kurunegala,24,2024,27
Mannar,24,2024,0
Matale,24,2024,7
Matara,24,2024,2
Monaragala,24,2024,19
Mullaitivu,24,2024,0
Nuwara Eliya,24,2024,4
Polonnaruwa,24,2024,6
Puttalam,24,2024,10
Ratnapura,24,2024,98
Trincomalee,24,2024,8
Vavuniya,24,2024,0
Ampara,25,2024,3
Anuradhapura,25,2024,2
Badulla,25,2024,14
Batticaloa,25,2024,12
Colombo,25,2024,275
Galle,25,2024,45
Gampaha,25,2024,106
Hambantota,25,2024,2
Jaffna,25,2024,12
Kalmunai,25,2024,0
Kalutara,25,2024,54
Kandy,25,2024,74
Kegalle,25,2024,32
Kilinochchi,25,2024,0
Kurunegala,25,2024,42
Mannar,25,2024,0
Matale,25,2024,15
Matara,25,2024,6
Monaragala,25,2024,12
Mullaitivu,25,2024,0
Nuwara Eliya,25,2024,6
Polonnaruwa,25,2024,5
Puttalam,25,2024,16
Ratnapura,25,2024,83
Trincomalee,25,2024,11
Vavuniya,25,2024,0
Ampara,26,2024,5
Anuradhapura,26,2024,1
Badulla,26,2024,14
Batticaloa,26,2024,15
Colombo,26,2024,270
Galle,26,2024,31
Gampaha,26,2024,141
Hambantota,26,2024,9
Jaffna,26,2024,18
Kalmunai,26,2024,0
Kalutara,26,2024,35
Kandy,26,2024,91
Kegalle,26,2024,32
Kilinochchi,26,2024,0
Kurunegala,26,2024,29
Mannar,26,2024,0
Matale,26,2024,13
Matara,26,2024,13
Monaragala,26,2024,9
Mullaitivu,26,2024,1
Nuwara Eliya,26,2024,8
Polonnaruwa,26,2024,8
Puttalam,26,2024,21
Ratnapura,26,2024,44
Trincomalee,26,2024,10
Vavuniya,26,2024,0
Ampara,27,2024,7
Anuradhapura,27,2024,13
Badulla,27,2024,11
Batticaloa,27,2024,12
Colombo,27,2024,304
Galle,27,2024,43
Gampaha,27,2024,150
Hambantota,27,2024,19
Jaffna,27,2024,15
Kalmunai,27,2024,0
Kalutara,27,2024,50
Kandy,27,2024,99
Kegalle,27,2024,22
Kilinochchi,27,2024,0
Kurunegala,27,2024,36
Mannar,27,2024,0
Matale,27,2024,15
Matara,27,2024,21
Monaragala,27,2024,11
Mullaitivu,27,2024,2
Nuwara Eliya,27,2024,4
Polonnaruwa,27,2024,5
Puttalam,27,2024,20
Ratnapura,27,2024,118
Trincomalee,27,2024,13
Vavuniya,27,2024,2
Ampara,28,2024,1
Anuradhapura,28,2024,11
Badulla,28,2024,13
Batticaloa,28,2024,17
Colombo,28,2024,333
Galle,28,2024,28
Gampaha,28,2024,173
Hambantota,28,2024,19
Jaffna,28,2024,12
Kalmunai,28,2024,0
Kalutara,28,2024,40
Kandy,28,2024,129
Kegalle,28,2024,32
Kilinochchi,28,2024,0
Kurunegala,28,2024,41
Mannar,28,2024,8
Matale,28,2024,18
Matara,28,2024,21
Monaragala,28,2024,11
Mullaitivu,28,2024,0
Nuwara Eliya,28,2024,4
Polonnaruwa,28,2024,9
Puttalam,28,2024,20
Ratnapura,28,2024,63
Trincomalee,28,2024,11
Vavuniya,28,2024,1
Ampara,29,2024,2
Anuradhapura,29,2024,11
Badulla,29,2024,6
Batticaloa,29,2024,9
Colombo,29,2024,333
Galle,29,2024,44
Gampaha,29,2024,140
Hambantota,29,2024,8
Jaffna,29,2024,10
Kalmunai,29,2024,0
Kalutara,29,2024,38
Kandy,29,2024,101
Kegalle,29,2024,27
Kilinochchi,29,2024,2
Kurunegala,29,2024,29
Mannar,29,2024,0
Matale,29,2024,24
Matara,29,2024,20
Monaragala,29,2024,14
Mullaitivu,29,2024,1
Nuwara Eliya,29,2024,2
Polonnaruwa,29,2024,8
Puttalam,29,2024,16
Ratnapura,29,2024,91
Trincomalee,29,2024,12
Vavuniya,29,2024,4
Ampara,30,2024,6
Anuradhapura,30,2024,8
Badulla,30,2024,15
Batticaloa,30,2024,19
Colombo,30,2024,307
Galle,30,2024,31
Gampaha,30,2024,188
Hambantota,30,2024,9
Jaffna,30,2024,12
Kalmunai,30,2024,0
Kalutara,30,2024,45
Kandy,30,2024,125
Kegalle,30,2024,33
Kilinochchi,30,2024,0
Kurunegala,30,2024,39
Mannar,30,2024,7
Matale,30,2024,11
Matara,30,2024,33
Monaragala,30,2024,8
Mullaitivu,30,2024,1
Nuwara Eliya,30,2024,3
Polonnaruwa,30,2024,4
Puttalam,30,2024,21
Ratnapura,30,2024,82
Trincomalee,30,2024,6
Vavuniya,30,2024,3
Ampara,31,2024,2
Anuradhapura,31,2024,9
Badulla,31,2024,11
Batticaloa,31,2024,19
Colombo,31,2024,320
Galle,31,2024,31
Gampaha,31,2024,175
Hambantota,31,2024,10
Jaffna,31,2024,7
Kalmunai,31,2024,0
Kalutara,31,2024,26
Kandy,31,2024,94
Kegalle,31,2024,29
Kilinochchi,31,2024,4
Kurunegala,31,2024,39
Mannar,31,2024,5
Matale,31,2024,15
Matara,31,2024,24
Monaragala,31,2024,6
Mullaitivu,31,2024,2
Nuwara Eliya,31,2024,3
Polonnaruwa,31,2024,7
Puttalam,31,2024,16
Ratnapura,31,2024,45
Trincomalee,31,2024,13
Vavuniya,31,2024,2
Ampara,32,2024,4
Anuradhapura,32,2024,6
Badulla,32,2024,22
Batticaloa,32,2024,15
Colombo,32,2024,272
Galle,32,2024,49
Gampaha,32,2024,153
Hambantota,32,2024,10
Jaffna,32,2024,7
Kalmunai,32,2024,0
Kalutara,32,2024,40
Kandy,32,2024,108
Kegalle,32,2024,29
Kilinochchi,32,2024,3
Kurunegala,32,2024,26
Mannar,32,2024,7
Matale,32,2024,9
Matara,32,2024,24
Monaragala,32,2024,4
Mullaitivu,32,2024,1
Nuwara Eliya,32,2024,6
Polonnaruwa,32,2024,12
Puttalam,32,2024,19
Ratnapura,32,2024,62
Trincomalee,32,2024,5
Vavuniya,32,2024,1
Ampara,33,2024,2
Anuradhapura,33,2024,13
Badulla,33,2024,15
Batticaloa,33,2024,24
Colombo,33,2024,299
Galle,33,2024,31
Gampaha,33,2024,149
Hambantota,33,2024,15
Jaffna,33,2024,6
Kalmunai,33,2024,0
